id,user_id,status,total_price,created_at,phone,delivery_method,payment_method
104,682,paid,3675.01,2024-11-11 18:21:00,8 (030) 290-8417,pickup,cash
105,621,paid,7145.01,2025-01-17 09:28:00,8 (050) 636-07-34,pickup,online
106,425,canceled,4017.63,2025-04-17 15:45:00,+7 427 544 2076,courier,card
107,16,delivered,5503.91,2025-03-06 09:15:00,8 668 643 43 06,pickup,card
108,497,delivered,4681.7,2025-06-07 12:27:00,+7 (092) 897-56-29,pickup,card
109,763,delivered,2644.89,2025-01-25 16:48:00,8 520 801 3779,pickup,card
110,804,shipped,2075.21,2025-04-10 18:07:00,87422167583,pickup,online
111,308,paid,1305.8,2024-12-15 21:16:00,+72671028742,courier,card
112,289,paid,1206.88,2024-10-16 10:01:00,+7 750 341 3989,pickup,online
113,255,paid,3072.65,2025-07-05 08:39:00,8 836 042 98 71,courier,cash
114,357,shipped,4247.7,2025-03-20 19:08:00,+7 (211) 870-65-69,courier,card
115,16,pending,6530.4,2025-03-16 15:07:00,8 (883) 768-10-99,pickup,cash
116,947,paid,4323.93,2025-04-12 10:14:00,8 (545) 089-64-57,pickup,cash
117,931,delivered,3336.0,2025-08-26 14:39:00,8 990 994 5784,pickup,card
118,573,paid,2530.37,2025-06-14 11:47:00,+7 (812) 364-87-23,courier,cash
119,613,delivered,1487.12,2025-01-03 14:51:00,+7 670 709 8428,courier,online
120,306,paid,4054.2,2025-09-01 13:39:00,+7 (649) 024-44-83,post,cash
121,589,paid,515.74,2025-04-07 14:37:00,84645181591,post,online
122,16,paid,3748.2,2025-01-30 10:32:00,8 086 167 58 87,courier,cash
123,228,delivered,457.18,2025-05-10 16:21:00,+72802322651,pickup,cash
124,16,pending,6367.54,2025-09-03 10:07:00,+7 804 268 35 73,pickup,card
125,249,paid,6552.17,2024-10-15 12:54:00,8 (843) 239-0771,courier,card
126,980,delivered,2486.34,2024-09-20 17:21:00,8 (423) 811-0162,courier,cash
127,700,canceled,4866.0,2024-11-23 18:00:00,+71277171262,pickup,card
128,959,pending,5426.21,2025-08-14 15:33:00,+7 (686) 857-76-73,pickup,card
129,505,paid,627.8,2025-02-20 19:42:00,8 014 110 51 39,pickup,cash
130,381,delivered,1750.64,2024-11-19 13:54:00,+75082301075,pickup,cash
131,813,shipped,3716.33,2024-09-04 08:56:00,+7 (929) 114-7173,pickup,online
132,342,delivered,4933.8,2025-07-02 09:48:00,83243512561,post,online
133,718,paid,486.44,2025-09-17 17:40:00,+79569157554,pickup,online
134,598,shipped,6377.93,2025-04-02 12:57:00,+75724868436,courier,cash
135,795,delivered,2611.25,2025-04-27 16:22:00,+7 286 690 0361,pickup,card
136,576,shipped,8749.98,2024-09-28 11:54:00,+7 875 599 6801,post,cash
137,16,paid,4047.64,2025-02-07 12:05:00,8 987 979 9932,pickup,cash
138,873,shipped,5136.7,2025-05-27 19:34:00,8 781 015 1927,pickup,online
139,888,paid,3845.16,2025-03-15 12:28:00,+71652278911,pickup,cash
140,863,paid,195.88,2025-05-06 18:08:00,+7 (568) 289-09-75,pickup,online
141,454,paid,5827.8,2025-08-17 21:30:00,85971663120,courier,cash
142,523,paid,1402.68,2025-01-02 16:35:00,+7 (035) 129-8928,pickup,cash
143,74,paid,7234.69,2025-04-12 09:32:00,+7 779 721 9771,post,cash
144,647,shipped,7443.86,2025-08-03 14:38:00,87868302573,pickup,card
145,687,delivered,2505.06,2025-05-29 18:57:00,84639994712,pickup,card
146,300,paid,1981.85,2025-06-23 17:42:00,+7 (746) 774-8201,pickup,card
147,272,paid,4328.48,2025-03-19 19:11:00,8 (213) 772-73-51,courier,card
148,192,paid,4799.46,2025-04-04 17:12:00,8 666 707 9502,pickup,cash
149,195,canceled,7610.09,2024-10-02 16:18:00,8 (155) 726-7651,post,card
150,550,paid,4939.62,2024-12-18 21:17:00,8 653 973 8593,post,card
151,470,paid,5217.33,2024-09-05 16:04:00,8 483 512 80 04,courier,cash
152,24,canceled,1464.25,2025-03-06 10:48:00,+77376236137,courier,cash
153,16,paid,11347.83,2025-03-13 15:17:00,+7 575 047 76 15,post,online
154,756,shipped,3270.99,2025-08-12 15:16:00,8 563 522 25 71,pickup,cash
155,299,paid,3536.43,2025-05-26 18:05:00,+7 (196) 318-45-34,pickup,cash
156,694,delivered,3285.66,2025-07-11 18:02:00,+77577348271,pickup,cash
157,20,paid,1459.72,2025-06-18 21:47:00,+7 (932) 246-60-41,pickup,cash
158,688,delivered,3879.98,2024-09-16 13:51:00,8 (168) 177-52-42,courier,online
159,484,canceled,2630.1,2025-03-28 11:54:00,+72061822338,post,cash
160,187,shipped,7919.55,2025-01-19 13:26:00,+7 973 097 8278,post,card
161,16,paid,6222.34,2025-08-29 08:04:00,8 (090) 337-08-48,courier,online
162,761,paid,4994.16,2025-02-07 21:07:00,8 520 325 42 10,pickup,card
163,95,delivered,1615.38,2025-01-07 17:29:00,8 (224) 323-4813,pickup,cash
164,16,paid,4097.18,2025-04-07 18:25:00,+7 (730) 656-8507,pickup,card
165,16,paid,9180.64,2025-05-14 21:36:00,+7 (840) 590-5016,post,cash
166,607,paid,3692.72,2024-12-30 10:06:00,8 (022) 808-3902,pickup,cash
167,38,canceled,1163.24,2025-03-24 11:13:00,8 (990) 720-30-67,pickup,cash
168,16,paid,2174.67,2024-10-03 08:43:00,8 930 023 0187,pickup,card
169,215,delivered,3730.93,2024-10-19 15:13:00,+7 375 145 96 02,pickup,card
170,16,paid,6601.58,2025-09-13 18:25:00,+7 374 150 0422,pickup,card
171,69,paid,4026.06,2024-12-27 10:31:00,8 (646) 411-4850,courier,card
172,431,delivered,1676.84,2025-09-01 15:02:00,8 406 767 9188,pickup,card
173,21,paid,2560.57,2024-12-27 12:34:00,8 794 863 9124,pickup,cash
174,613,delivered,2165.19,2025-03-26 12:30:00,+7 347 272 2203,pickup,cash
175,16,paid,6261.3,2025-09-21 20:49:00,8 907 683 98 20,courier,cash
176,599,delivered,2001.56,2025-08-09 15:24:00,84697459695,courier,card
177,552,paid,7714.56,2025-03-27 19:16:00,8 (634) 219-7712,pickup,card
178,660,canceled,1350.81,2024-10-07 15:07:00,+7 639 609 8529,pickup,online
179,51,paid,3427.25,2025-02-10 11:54:00,8 461 801 14 33,pickup,online
180,660,paid,984.53,2025-03-27 12:22:00,83532665777,courier,card
181,279,paid,3307.68,2024-10-12 18:57:00,8 (533) 044-7937,pickup,card
182,175,paid,2242.94,2025-05-21 10:07:00,+7 139 088 0787,pickup,card
183,521,paid,3860.7,2025-02-24 21:33:00,8 707 205 5535,post,cash
184,265,paid,3307.88,2025-05-02 11:22:00,+7 (582) 230-9132,courier,online
185,501,canceled,533.74,2024-10-06 09:24:00,8 (674) 328-6335,courier,cash
186,187,paid,4261.08,2025-03-03 13:21:00,+77430779359,pickup,card
187,583,pending,6328.4,2025-08-10 16:46:00,+7 (274) 201-54-05,pickup,cash
188,693,delivered,3242.14,2025-07-05 11:23:00,+7 431 123 5871,post,online
189,51,delivered,1391.86,2025-04-01 10:05:00,8 339 870 25 05,pickup,card
190,218,paid,7033.22,2024-09-10 11:52:00,+7 (866) 331-53-90,pickup,card
191,40,shipped,1109.82,2024-09-02 18:11:00,8 595 366 7643,pickup,cash
192,656,paid,1554.14,2024-11-04 19:25:00,8 526 308 5180,pickup,cash
193,959,paid,6301.63,2025-02-16 11:18:00,+7 032 627 1705,pickup,card
194,16,delivered,3395.42,2024-11-15 13:00:00,+70677942421,courier,online
195,16,pending,2129.85,2025-06-07 08:36:00,+75119049854,courier,cash
196,237,delivered,6334.28,2025-05-10 10:20:00,+73227812620,post,card
197,16,paid,4297.32,2025-02-20 08:38:00,82519984734,courier,cash
198,730,pending,3104.7,2025-07-06 14:34:00,83873889051,pickup,cash
199,844,shipped,2220.2,2025-07-17 10:43:00,8 (100) 602-19-18,pickup,card
200,16,paid,3796.62,2025-02-22 20:22:00,8 (490) 471-1094,courier,cash
201,235,paid,2059.37,2025-04-17 13:51:00,8 269 056 2509,pickup,cash
202,954,paid,1955.01,2025-02-12 21:53:00,+7 (365) 125-22-56,pickup,cash
203,645,delivered,4906.9,2025-04-14 11:17:00,8 106 692 0449,courier,cash
204,153,paid,1297.23,2025-08-02 13:20:00,8 752 510 47 11,pickup,cash
205,476,paid,1265.02,2025-01-20 18:43:00,8 999 458 28 79,pickup,card
206,16,delivered,3383.54,2024-09-25 19:05:00,8 222 055 94 43,pickup,cash
207,257,paid,1225.27,2025-04-06 17:06:00,+7 (487) 545-71-00,pickup,cash
208,530,canceled,3963.88,2025-05-09 14:27:00,+7 (230) 564-94-14,pickup,cash
209,94,canceled,6399.34,2024-11-18 15:13:00,8 814 443 38 33,courier,card
210,169,paid,3305.33,2025-07-14 15:49:00,8 882 709 7525,courier,cash
211,702,paid,1704.08,2025-05-29 16:39:00,+72865636659,pickup,cash
212,535,paid,7786.74,2025-03-20 13:38:00,82261272983,courier,cash
213,25,delivered,1896.85,2025-05-11 16:07:00,81307781496,pickup,cash
214,169,paid,3495.26,2024-10-20 14:04:00,+7 (973) 494-73-84,pickup,online
215,462,paid,2218.61,2025-09-27 09:37:00,+7 893 295 9380,courier,online
216,178,paid,4230.58,2024-09-04 20:09:00,+7 (304) 180-31-01,post,cash
217,880,paid,3990.39,2025-08-13 19:27:00,+7 (550) 182-5168,courier,online
218,81,paid,1900.23,2025-07-14 11:16:00,+73439060805,pickup,online
219,625,paid,6154.26,2025-01-20 18:41:00,80777192475,pickup,cash
220,376,paid,1765.28,2024-09-02 11:52:00,+7 237 580 3682,pickup,online
221,77,paid,3412.28,2024-11-05 11:49:00,8 285 850 27 27,post,card
222,924,delivered,4661.07,2024-11-15 09:48:00,8 (466) 453-99-49,courier,cash
223,696,shipped,6937.4,2025-05-01 18:15:00,8 173 811 51 86,pickup,cash
224,656,paid,4135.57,2025-03-12 10:31:00,8 (352) 505-2581,pickup,card
225,446,shipped,8211.52,2024-10-14 08:53:00,+7 (508) 174-94-89,pickup,card
226,700,shipped,1886.7,2024-10-14 11:40:00,+7 171 882 39 21,pickup,cash
227,881,pending,5983.08,2024-12-28 15:44:00,8 (571) 066-4243,pickup,online
228,392,shipped,5140.75,2024-10-13 10:16:00,8 (282) 208-9424,courier,card
229,656,paid,6872.19,2025-03-08 10:34:00,+7 (365) 070-26-69,pickup,cash
230,956,delivered,1029.72,2024-11-10 17:04:00,+7 717 091 11 78,pickup,online
231,235,paid,4427.92,2025-01-31 09:24:00,+7 464 156 3928,courier,cash
232,596,pending,3704.82,2025-05-07 10:56:00,8 933 820 0503,courier,card
233,720,pending,3682.29,2024-12-29 20:10:00,+7 511 143 94 77,pickup,cash
234,491,canceled,1514.8,2024-10-13 11:47:00,8 448 480 44 35,post,online
235,593,delivered,4147.36,2025-08-08 09:10:00,+7 117 714 2960,pickup,cash
236,141,paid,1250.66,2025-07-03 17:51:00,+73785246109,pickup,cash
237,350,paid,9686.77,2025-01-06 13:08:00,+7 (683) 312-8499,pickup,cash
238,263,paid,2917.27,2025-08-19 18:24:00,8 (572) 948-2118,pickup,cash
239,502,paid,3002.36,2024-09-28 15:41:00,+7 519 666 96 43,pickup,card
240,902,delivered,3955.2,2025-06-02 14:22:00,8 596 515 63 39,courier,cash
241,567,pending,5106.55,2024-10-01 17:01:00,+7 (243) 081-5465,courier,cash
242,122,paid,4052.4,2025-03-16 10:11:00,8 (262) 750-1162,pickup,cash
243,175,paid,2630.4,2025-05-26 08:10:00,+7 433 637 6202,pickup,card
244,236,canceled,4314.6,2024-11-26 20:35:00,86683838041,pickup,online
245,16,shipped,6675.86,2025-02-28 10:25:00,+71982463272,pickup,card
246,610,paid,3955.56,2025-01-06 19:07:00,+7 133 759 9575,courier,cash
247,401,delivered,6733.83,2024-09-20 18:31:00,+7 (879) 021-88-30,pickup,cash
248,713,paid,2836.87,2025-08-16 18:03:00,+7 (875) 436-59-47,post,card
249,174,pending,6036.07,2025-01-27 11:07:00,8 (214) 032-67-92,courier,cash
250,528,paid,9055.26,2025-03-21 15:42:00,+73754713244,post,cash
251,270,paid,3313.78,2025-05-30 21:11:00,+7 611 511 99 30,courier,cash
252,16,paid,3398.5,2024-11-11 15:41:00,+7 254 255 32 77,pickup,cash
253,880,delivered,2360.14,2025-08-01 12:24:00,8 (244) 539-05-23,pickup,online
254,184,paid,2074.88,2024-09-06 13:14:00,+7 (428) 807-5382,pickup,cash
255,16,paid,8126.3,2025-02-08 15:18:00,+75941496355,pickup,online
256,842,paid,1610.62,2025-07-14 14:14:00,+7 329 117 0290,post,online
257,978,paid,2733.06,2025-01-06 17:35:00,8 264 887 24 89,post,cash
258,866,delivered,1790.52,2025-04-20 13:31:00,+7 746 437 01 00,courier,online
259,1014,delivered,4784.23,2024-11-21 11:13:00,+7 313 574 2545,post,card
260,16,pending,4122.31,2025-06-17 11:30:00,+7 (062) 292-8960,pickup,cash
261,326,pending,6685.9,2024-12-02 21:05:00,8 672 291 75 99,courier,cash
262,871,paid,3320.28,2025-05-05 12:38:00,84226907462,courier,card
263,380,pending,1578.46,2025-03-10 16:46:00,+7 747 771 89 49,courier,cash
264,267,paid,3334.73,2025-07-24 15:17:00,8 (633) 078-2004,courier,online
265,332,canceled,4072.56,2025-06-20 13:58:00,+7 157 523 8476,courier,card
266,841,delivered,4478.49,2025-08-26 12:20:00,8 (033) 897-84-54,pickup,online
267,16,paid,4855.67,2025-01-30 11:16:00,8 (867) 432-3747,pickup,online
268,924,paid,6482.48,2024-09-06 19:43:00,85248067030,pickup,card
269,889,paid,1446.24,2025-03-10 13:22:00,8 (784) 536-6160,courier,cash
270,552,paid,2260.57,2024-12-05 11:22:00,8 447 284 91 80,courier,cash
271,189,paid,2478.37,2024-10-14 10:04:00,8 (617) 349-27-52,pickup,cash
272,188,paid,1837.62,2025-05-19 14:09:00,8 697 138 55 56,post,card
273,141,pending,7506.9,2025-01-16 16:39:00,+7 841 088 7067,courier,card
274,297,paid,6903.64,2025-09-01 15:01:00,+7 (738) 368-71-42,courier,cash
275,588,canceled,2371.47,2025-07-04 13:18:00,+7 371 580 4110,pickup,cash
276,16,paid,3619.82,2025-08-18 12:54:00,8 (508) 540-7196,courier,card
277,488,paid,4254.78,2025-04-16 17:15:00,8 (184) 651-9857,pickup,cash
278,956,paid,4857.25,2024-11-20 20:03:00,8 (103) 267-0885,pickup,online
279,452,paid,3408.57,2024-09-10 19:46:00,8 681 841 5985,courier,card
280,908,paid,6487.33,2025-08-12 17:08:00,+7 (012) 375-6261,pickup,cash
281,931,delivered,1906.07,2025-01-23 10:20:00,8 971 461 5175,pickup,card
282,946,paid,1395.54,2024-10-15 15:46:00,+7 (225) 391-61-34,pickup,cash
283,134,shipped,3426.62,2024-10-09 08:41:00,+7 231 052 86 62,pickup,cash
284,93,delivered,3408.86,2025-04-15 14:15:00,+78969448781,pickup,card
285,16,paid,5221.17,2025-03-01 17:49:00,+7 (057) 311-82-39,pickup,card
286,306,paid,9060.58,2024-09-21 11:29:00,8 (602) 617-5558,pickup,cash
287,223,paid,2819.12,2024-10-13 18:00:00,+7 (755) 525-98-73,pickup,cash
288,203,delivered,4184.02,2024-09-19 15:30:00,8 797 661 06 75,pickup,cash
289,16,delivered,6976.66,2025-05-27 16:47:00,+7 092 247 6632,pickup,online
290,923,delivered,5442.02,2025-02-13 11:28:00,8 768 750 3239,pickup,online
291,16,delivered,1020.2,2025-04-13 19:06:00,+7 350 049 53 35,courier,card
292,168,paid,1603.53,2024-12-06 15:11:00,8 559 418 9470,pickup,cash
293,877,paid,4535.59,2025-07-06 13:48:00,+71521602683,courier,cash
294,428,paid,6152.0,2024-11-21 15:21:00,+7 974 767 90 10,pickup,online
295,379,paid,1961.72,2025-02-03 19:44:00,+7 (029) 336-0992,pickup,card
296,945,paid,1488.88,2025-08-08 14:53:00,+7 (920) 872-53-94,pickup,cash
297,955,paid,1024.04,2024-10-26 10:17:00,8 470 831 4023,pickup,cash
298,873,pending,5008.95,2024-11-22 16:03:00,8 (830) 584-18-93,pickup,online
299,433,paid,4940.15,2025-01-14 16:50:00,+7 (391) 025-7411,pickup,online
300,694,paid,2691.3,2025-05-09 21:30:00,8 218 296 59 62,pickup,cash
301,363,delivered,2063.99,2025-08-28 21:43:00,+7 008 252 00 59,courier,online
302,104,paid,67.66,2025-07-02 17:05:00,+7 (016) 265-76-92,courier,card
303,1001,paid,5416.29,2025-04-26 16:53:00,8 637 541 10 99,pickup,cash
304,16,paid,4652.01,2025-05-29 14:29:00,8 796 091 3737,pickup,online
305,970,canceled,5402.81,2024-09-20 17:46:00,+7 483 522 08 01,pickup,cash
306,671,shipped,915.64,2025-07-07 10:15:00,8 (632) 448-13-70,pickup,cash
307,1012,delivered,1722.8,2025-01-12 13:37:00,8 (709) 055-8531,pickup,cash
308,877,canceled,3999.86,2024-10-26 09:15:00,8 (851) 624-9061,pickup,cash
309,700,paid,745.93,2025-03-19 17:36:00,8 867 547 6187,courier,cash
310,16,paid,5747.41,2025-01-30 20:19:00,+75127787645,pickup,cash
311,81,canceled,2690.98,2025-03-23 19:35:00,+7 (006) 712-7556,post,online
312,729,pending,4147.15,2024-12-30 21:31:00,+7 642 114 13 78,pickup,cash
313,434,paid,4320.5,2024-11-14 18:33:00,+7 180 771 9981,pickup,cash
314,176,delivered,1210.9,2024-12-09 18:41:00,8 (480) 177-10-47,courier,card
315,988,shipped,6855.77,2024-09-20 09:37:00,8 788 547 6086,courier,online
316,16,canceled,4418.98,2024-12-04 15:55:00,8 577 331 52 08,pickup,card
317,75,pending,1547.11,2025-06-06 15:32:00,+7 (395) 447-45-01,pickup,cash
318,443,paid,9553.72,2024-11-20 19:57:00,+7 (139) 711-7717,pickup,online
319,440,paid,6106.24,2025-01-22 17:14:00,+7 447 880 3103,pickup,cash
320,982,paid,3763.89,2024-12-20 12:35:00,+7 (952) 712-7588,pickup,online
321,586,shipped,3742.44,2025-09-26 11:18:00,+74305816073,pickup,card
322,249,shipped,3892.52,2025-03-30 18:19:00,+7 197 228 0037,courier,online
323,322,paid,2468.48,2025-01-17 17:39:00,+71738999353,pickup,cash
324,65,paid,6415.95,2024-11-29 15:35:00,8 593 285 11 23,courier,cash
325,429,paid,1578.29,2025-06-23 19:23:00,+7 (204) 562-3690,pickup,cash
326,16,paid,156.08,2025-02-16 20:20:00,+7 (264) 508-84-11,courier,cash
327,774,delivered,7714.18,2024-10-25 21:33:00,+7 (676) 589-55-50,post,card
328,984,delivered,6889.92,2024-12-06 12:10:00,+7 (836) 315-2013,pickup,cash
329,642,paid,5142.89,2025-07-28 11:35:00,8 (271) 599-28-66,courier,cash
330,811,paid,5203.27,2025-07-24 15:24:00,+76161200385,post,online
331,358,paid,8561.41,2025-01-22 16:31:00,8 885 290 47 75,pickup,card
332,238,paid,3298.51,2025-07-11 11:51:00,8 315 507 69 00,courier,card
333,977,paid,2324.11,2025-05-22 16:44:00,8 (130) 650-20-00,pickup,card
334,307,canceled,633.8,2025-06-01 21:32:00,8 544 540 2479,post,cash
335,16,pending,890.16,2024-12-03 19:40:00,+7 (136) 502-4249,courier,card
336,16,shipped,5584.4,2024-11-16 10:58:00,84250360327,pickup,cash
337,700,delivered,1653.64,2025-01-09 11:56:00,8 785 592 38 55,pickup,cash
338,94,delivered,6164.72,2025-08-25 08:24:00,83661046872,pickup,cash
339,606,delivered,2932.25,2025-07-31 09:11:00,8 (090) 311-01-78,courier,cash
340,339,paid,2600.94,2025-02-15 09:57:00,+7 512 737 60 04,post,cash
341,83,paid,5484.85,2025-02-11 13:32:00,8 393 705 9376,courier,cash
342,564,delivered,2497.62,2024-12-30 08:24:00,+72146813551,pickup,card
343,251,paid,6758.94,2024-12-12 15:29:00,+7 538 659 1221,pickup,online
344,833,paid,3458.58,2025-06-23 11:03:00,83709849014,pickup,cash
345,342,pending,1659.83,2024-12-20 16:14:00,8 502 546 85 76,courier,online
346,16,delivered,3017.8,2025-01-29 16:52:00,81375008291,courier,card
347,960,paid,1986.62,2024-11-22 18:22:00,+7 363 371 23 41,pickup,cash
348,833,paid,2634.6,2025-09-04 19:58:00,8 463 567 0384,pickup,card
349,730,pending,5815.08,2025-09-09 15:33:00,83685510869,post,cash
350,16,canceled,7567.7,2025-01-26 13:36:00,+7 740 184 1264,post,card
351,702,paid,6083.26,2024-09-28 14:10:00,+71614307117,pickup,card
352,264,paid,1493.75,2025-09-14 19:28:00,+77596636593,pickup,cash
353,61,paid,4664.79,2024-11-13 18:33:00,+7 (570) 453-24-18,courier,card
354,951,paid,3183.68,2025-06-09 18:33:00,84883221199,pickup,online
355,859,shipped,7852.53,2024-10-11 14:54:00,8 (978) 031-3586,courier,cash
356,16,delivered,4911.28,2025-03-24 16:08:00,8 354 498 4104,pickup,cash
357,635,paid,6067.01,2024-10-28 18:08:00,8 615 819 6503,courier,online
358,93,paid,1399.42,2025-01-28 17:50:00,8 632 979 41 75,courier,card
359,1003,paid,1176.38,2024-11-01 11:53:00,8 (876) 498-17-21,courier,cash
360,163,paid,3761.51,2024-09-24 15:15:00,8 365 601 11 39,courier,card
361,253,paid,8015.44,2024-09-04 10:31:00,87489909703,pickup,cash
362,94,paid,2585.42,2025-09-24 14:29:00,8 (390) 731-27-51,pickup,card
363,859,paid,1895.06,2025-05-19 17:28:00,+73919464732,courier,cash
364,379,canceled,1532.32,2025-05-02 14:36:00,8 754 683 25 53,pickup,cash
365,70,paid,501.19,2025-06-29 13:03:00,82333459609,pickup,cash
366,747,paid,7309.86,2024-09-14 12:34:00,+7 789 085 0863,pickup,cash
367,176,paid,3927.77,2025-05-12 08:22:00,+77925053678,courier,cash
368,535,canceled,4206.35,2025-08-05 18:55:00,+7 (155) 461-6924,post,cash
369,16,paid,1376.14,2025-09-10 10:19:00,+7 870 844 7989,pickup,cash
370,16,delivered,1727.06,2025-03-15 14:19:00,+7 508 643 8471,pickup,card
371,879,paid,949.83,2025-08-27 17:36:00,+7 (402) 026-18-57,pickup,cash
372,300,delivered,4111.86,2025-08-08 16:58:00,8 552 761 02 88,pickup,cash
373,146,paid,5056.64,2024-09-13 18:20:00,+7 (217) 479-5094,pickup,card
374,536,paid,880.94,2025-05-16 19:41:00,+7 (062) 511-33-52,courier,card
375,333,paid,1622.99,2025-08-27 10:07:00,84482671365,courier,cash
376,993,paid,3746.7,2025-07-28 12:48:00,+7 973 194 49 53,courier,cash
377,847,shipped,1418.54,2025-08-11 14:03:00,+7 816 542 7538,pickup,online
378,648,paid,2534.69,2024-12-14 17:30:00,+7 (374) 578-1264,pickup,card
379,375,paid,6766.36,2024-09-11 18:31:00,8 (925) 788-8912,courier,card
380,740,delivered,3355.94,2025-09-13 20:19:00,+7 (722) 538-39-06,pickup,card
381,277,paid,3821.42,2025-06-18 16:26:00,+7 964 195 2941,pickup,cash
382,33,paid,4363.96,2024-12-12 09:03:00,8 (722) 709-7778,pickup,cash
